Ingredient,Amount,Unit,Description
"Powdered peanut butter",12,g,"2 tbsp"
"Carob powder",10,g,"2 tbsp"
"Cinnamon",0.375,g,"1/8 tsp"
"Salt",0.75 tsp,g,"1/8 tsp"
"Almond extract",1.25,g,"1/4 tsp"
"Unsweetened almond milk",30 g,g,"2 tbsp"
Servings,0.537
