Nutrient,Amount,Unit,DV
Calories,319,,
"Vitamin C [Ascorbic acid]",2.1,mg,2 %
"Calcium",124.00,mg,10 %
"Iron",3.50,mg,19 %
"Sodium",389.00,mg,17 %
"Protein",14.16,g,28 %
"Carbohydrate",42.48,g,15 %
"Fiber",7.10,g,25 %
"Sugars",24.78,g,
"Sugar alcohols",0.00,g,
"Net carbs",35.38,g,
"Fat",10.620,g,14 %
"Saturated fatty acids",2.650,g,13 %
"Monounsaturated fatty acids",1.770,g,
