Nutrient,Amount,Unit,DV
Calories,452,,
"Calcium",119.00,mg,9 %
"Iron",1.19,mg,7 %
"Potassium",29.00,mg,1 %
"Sodium",298.00,mg,13 %
"Protein",26.19,g,52 %
"Carbohydrate",30.95,g,11 %
"Fiber",9.50,g,34 %
"Sugars",2.38,g,
"Net carbs",21.45,g,
"Fat",35.710,g,46 %
"Saturated fatty acids",21.430,g,107 %
