Ingredient,    Amount,    Unit,    Description
"Plain nonfat greek yogurt",340,g,"1.5 cup"
"Avocado",136,g,"1 fruit, without skin and seed"
"Chia seeds",56,g,"5 tbsp"
"Whey protein powder, unflavored",30,g,"1 scoop"
"Cinnamon",8,g,"3 tsp"
"Almond extract",5,g,"1 tsp"
"Ginger, ground",2,g,"1 tsp"
"Unsweetened vanilla almond milk",120,g,"0.5 cup"
"Frozen blueberries",280,g,"2 cup, frozen"
Servings,    2
