Ingredient,    Amount,    Unit,    Description
"Frozen kale, thawed",454,g,"1 pound"
"Onion",140,g,"2 small"
"Extra virgin olive oil",14,g,"1 tbsp (15.0 ml) aprx"
"Minced garlic",30,g,"2 tbsp"
"Chili powder",4,g,"1.5 tsp"
"Cumin, ground",5,g,"1.5 tsp"
"Paprika",3,g,"1.5 tsp"
"Salt",3,g,"0.5 tsp"
"Pinto Beans, drained and rinsed",554,g,"2 15.5oz"
"Unsweetened BBQ Sauce",78,g,"5 tbsp"
"Shredded cheddar cheese",56,g,"0.5 cup"
Servings,    4
