Ingredient,Amount,Unit,Description
"Lime juice",60,g,"1/4 cup or 2 limes"
"Gochujang",18,g,"1 tbsp"
"Ginger, ground",2,g,"1 tsp"
"Powdered peanut butter",26,g,"1/4 cup"
"Low sodium soy sauce",30,g,"2 tbsp"
"Sesame oil",7,g,"1/2 tbsp"
"Onion",220,g,"2 medium"
"Carrots",454,g,"1 pound"
"Salt",1,g,"Large pinch"
"Minced garlic",15,g,"1 tbsp"
"Ground turkey, 93/7",589,g,"1.3 lb"
"Peanuts",60,g,"1/2 cup"
"Romaine lettuce",227,g,"8 oz, about 2 heads"
Servings,4
