Ingredient,    Amount,    Unit,    Description
"Oat flour",160,g,"1.75 cup"
"Banana, overripe",220,g,"2 Banana"
"Natural peanut butter",128,g,"1/2 cup"
"Vanilla extract, or almond",5,g,"1 tsp"
"Salt",0,g,"to taste, depending on your peanut butter"
"Sugar free chocolate chips",60,g,"4 tbsp"
Servings,    16
