Ingredient,Amount,Unit,Description
"Salt",10,g,"2 tsp"
"Dry yeast",7,g,"2 1/4 tsp"
"Extra virgin olive oil",15,g,"1 tbsp"
"Water",360,g,"1 1/2 cup"
"Vital wheat gluten",80,g,"2/3 cup"
"Whole wheat flour",419,g,"3 1/2 cup"
Servings,10
