Category,Name,File,Vol,Mass,URL,Choline,Cholesterol,Phosphorus,Calcium,Vitamin C,Vitamin B12,Sodium,Potassium,Magnesium,Fiber,Iron
veggies,Turnip,turnip,1 cup,133,https://www.nutritionvalue.org/Turnips%2C_raw_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
veggies,White Mushroom,mushrooms,1 cup,70,https://www.nutritionvalue.org/Mushrooms%2C_raw%2C_white_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
veggies,Yellow Squash,yellow-squash,1 cup,115,https://www.nutritionvalue.org/Summer_squash%2C_yellow%2C_raw_75128000_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
veggies,Zucchini,zucchini,1 cup,113,https://www.nutritionvalue.org/Squash%2C_raw%2C_includes_skin%2C_zucchini%2C_summer_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Apple,apple,1 apple,157,https://www.nutritionvalue.org/Apples%2C_with_skin%2C_gala%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Apricot,apricot,1 apricot,35,https://www.nutritionvalue.org/Apricots%2C_raw_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
fruit,Avocado,avocado,1 avocado,136,https://www.nutritionvalue.org/Avocados%2C_California%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
fruit,Banana,banana,1 banana,110,https://www.nutritionvalue.org/Bananas%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
fruit,Blackberry,blackberry,1 cup,144,https://www.nutritionvalue.org/Blackberries%2C_raw_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Blueberry,blueberries,1 cup,140,https://www.nutritionvalue.org/Blueberries%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Boysenberry,boysenberry,1 cup,132,https://www.nutritionvalue.org/Boysenberries%2C_unsweetened%2C_frozen_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Cantaloupe,cantaloupe,1 cup,156,https://www.nutritionvalue.org/Melons%2C_raw%2C_cantaloupe_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Cherry,cherry,1 cup,154,https://www.nutritionvalue.org/Cherries%2C_raw%2C_sweet_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Clementine,clementine,1 medium,74,https://www.nutritionvalue.org/Clementines%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Coconut,coconut,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_raw%2C_coconut_meat_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
fruit,Cranberry,cranberry,1 cup,100,https://www.nutritionvalue.org/Cranberries%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Date,dates,6 Deglet Noor<br>2 Medjool,40,https://www.nutritionvalue.org/Dates%2C_deglet_noor_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
fruit,Fig (dried),fig-dried,1/4 cup,40,https://www.nutritionvalue.org/Figs%2C_uncooked%2C_dried_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
fruit,Fig (fresh),fig-fresh,1 cup,150,https://www.nutritionvalue.org/Figs%2C_raw_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Grape,grapes,1 cup,150,https://www.nutritionvalue.org/Grapes%2C_raw%2C_muscadine_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Grapefruit,grapefruit,1 cup,154,https://www.nutritionvalue.org/Grapefruit%2C_raw_61101010_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Guava,guava,1 cup,55,https://www.nutritionvalue.org/Guava%2C_raw_63125010_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
fruit,Honeydew,honeydew,1 cup,170,https://www.nutritionvalue.org/Melons%2C_raw%2C_honeydew_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Kiwi,kiwi,1 medium,69,https://www.nutritionvalue.org/Kiwifruit%2C_raw%2C_green_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
fruit,Lemon Juice,lemon-juice,1 tbsp,15,https://www.nutritionvalue.org/public_ingredient_62125.html?utm_source=share-by-url,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Lemon,lemon,1 medium,58,https://www.nutritionvalue.org/Lemons%2C_without_peel%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Lime Juice,lime-juice,1 tbsp,15,https://www.nutritionvalue.org/public_ingredient_62127.html?utm_source=share-by-url,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Lime,lime,1 medium,67,https://www.nutritionvalue.org/Limes%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Mandarin,mandarin,1 medium,88,https://www.nutritionvalue.org/Tangerines%2C_raw%2C_%28mandarin_oranges%29_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Mango,mangos,1 medium,165,https://www.nutritionvalue.org/Mangos%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Olive,olives,1 tbsp,15,https://www.nutritionvalue.org/Olives%2C_green%2C_canned_or_bottled%2C_pickled_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Orange,orange,1 medium,140,https://www.nutritionvalue.org/Oranges%2C_navels%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Papaya,papaya,1 cup,145,https://www.nutritionvalue.org/Papayas%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Passion Fruit,passion-fruit,1 medium,18,https://www.nutritionvalue.org/Passion_fruit%2C_raw_63134010_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Peach,peach,1 medium,150,https://www.nutritionvalue.org/Peach%2C_raw_63135010_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Pear,pear,1 cup,178,https://www.nutritionvalue.org/Pears%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Persimmon,persimmon,1 medium,170,https://www.nutritionvalue.org/Persimmon%2C_raw_63139010_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Pineapple,pineapple,1 cup,165,https://www.nutritionvalue.org/Pineapple%2C_all_varieties%2C_raw_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Plum,plum,1 cup,165,https://www.nutritionvalue.org/Plums%2C_raw_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fruit,Pomegranate,pomegranate,1/2 cup,87,https://www.nutritionvalue.org/Pomegranates%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Prune,prune,1/4 cup,40,https://www.nutritionvalue.org/Plums%2C_uncooked%2C_dried_%28prunes%29_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
fruit,Raisin,raisins,1/4 cup,40,https://www.nutritionvalue.org/Raisins_62125100_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
fruit,Raspberry,raspberry,1 cup,123,https://www.nutritionvalue.org/Raspberries%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Starfruit,starfruit,1 cup,132,https://www.nutritionvalue.org/Carambola%2C_raw%2C_%28starfruit%29_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
fruit,Strawberry,strawberries,1 cup,152,https://www.nutritionvalue.org/Strawberries%2C_raw_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
fruit,Watermelon,watermelon,1 cup,152,https://www.nutritionvalue.org/Watermelon%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
nuts,Almonds,almonds,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_almonds_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Brazil Nuts,brazil-nuts,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_unblanched%2C_dried%2C_brazilnuts_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Cashews,cashews,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_raw%2C_cashew_nuts_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Chestnuts,chestnuts,1 oz,28,https://www.nutritionvalue.org/Chestnuts_42105000_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
seeds,Chia Seeds,chia-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_dried%2C_chia_seeds_nutritional_value.html?size=100%20g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
nuts,Coconut,coconut,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_raw%2C_coconut_meat_nutritional_value.html?size=100%20g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
seeds,Flax Seeds,flax-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_flaxseed_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Hazelnuts,hazelnuts,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_hazelnuts_or_filberts_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
seeds,Hemp Seeds,hemp-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_hulled%2C_hemp_seed_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Macadamia Nuts,macadamia-nuts,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_raw%2C_macadamia_nuts_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
nuts,Peanuts,peanuts,1 oz,28,https://www.nutritionvalue.org/Peanuts%2C_raw%2C_all_types_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Pecans,pecans,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_pecans_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
nuts,Pine Nuts,pine-nuts,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_dried%2C_pine_nuts_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Pistachios,pistachios,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_raw%2C_pistachio_nuts_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
seeds,Poppy Seeds,poppy-seeds,1 oz,28,https://www.nutritionvalue.org/Spices%2C_poppy_seed_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
seeds,Pumpkin Seeds,pumpkin-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_dried%2C_pumpkin_and_squash_seed_kernels_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
seeds,Sesame Seeds,sesame-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_dried%2C_whole%2C_sesame_seeds_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
seeds,Sunflower Seeds,sunflower-seeds,1 oz,28,https://www.nutritionvalue.org/Seeds%2C_dried%2C_sunflower_seed_kernels_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
nuts,Walnuts,walnuts,1 oz,28,https://www.nutritionvalue.org/Nuts%2C_english%2C_walnuts_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
grains,Amaranth,amaranth,1/4 cup,48,https://www.nutritionvalue.org/Amaranth_grain%2C_uncooked_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
grains,Barley,barley,1/4 cup,50,https://www.nutritionvalue.org/Barley%2C_raw%2C_pearled_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grains,Brown Rice,brown-rice,1/4 cup,46,https://www.nutritionvalue.org/Rice%2C_raw%2C_long-grain%2C_brown_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
grains,Buckwheat,buckwheat,1/4 cup,43,https://www.nutritionvalue.org/Buckwheat_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
grains,Corn,corn,3 oz,85,https://www.nutritionvalue.org/Corn%2C_raw%2C_yellow%2C_sweet_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
grains,Farro,farro,1/4 cup,45,https://www.nutritionvalue.org/public_ingredient_69244.html?utm_source=share-by-url,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grains,Millet,millet,1/4 cup,50,https://www.nutritionvalue.org/Millet%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
grains,Oats,oats,1/2 cup,40,https://www.nutritionvalue.org/Cereals%2C_dry%2C_not_fortified%2C_regular_and_quick%2C_oats_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
grains,Popcorn,popcorn,3 tbsp,40,https://www.nutritionvalue.org/Popcorn%2C_unbuttered%2C_air-popped_54403010_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
grains,Quinoa,quinoa,1/4 cup,43,https://www.nutritionvalue.org/Quinoa%2C_uncooked_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
grains,Rye,rye,1/4 cup,42,https://www.nutritionvalue.org/Rye_grain_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
grains,Spelt,spelt,1/4 cup,44,https://www.nutritionvalue.org/Spelt%2C_uncooked_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grains,Vital Wheat Gluten,vital-wheat-gluten,1/4 cup,30,https://www.nutritionvalue.org/Vital_wheat_gluten_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
grains,White Rice,white-rice,1/4 cup,49,https://www.nutritionvalue.org/Rice%2C_unenriched%2C_raw%2C_medium-grain%2C_white_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grains,White Wheat,white-wheat,1/4 cup,31,https://www.nutritionvalue.org/Wheat_flour%2C_unenriched%2C_all-purpose%2C_white_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
grains,Whole Wheat,whole-wheat,1/4 cup,31,https://www.nutritionvalue.org/Wheat_flour%2C_whole-grain_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
grains,Wild Rice,wild-rice,1/4 cup,40,https://www.nutritionvalue.org/Wild_rice%2C_raw_nutritional_value.html?size=100+g,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
dairy,Almond Milk,almond-milk,1 cup,240,https://www.nutritionvalue.org/public_ingredient_62195.html?utm_source=share-by-url,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Butter,butter,1 tbsp,14,https://www.nutritionvalue.org/Butter%2C_without_salt_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Casein Protein Powder,casein,1 scoop,30,https://www.nutritionvalue.org/public_ingredient_51895.html?utm_source=share-by-url,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Cheddar Cheese,cheddar,1 oz,28,https://www.nutritionvalue.org/Cheese%2C_cheddar_nutritional_value.html?size=100+g,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
dairy,Coconut Milk,coconut-milk,1 cup,240,https://www.nutritionvalue.org/Coconut_milk%2C_used_in_cooking_42401010_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Cottage Cheese<br>(Nonfat),cottage-cheese,1/2 cup,113,https://www.nutritionvalue.org/public_ingredient_55741.html?utm_source=share-by-url,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
dairy,Cottage Cheese<br>(Whole Milk),cottage-cheese-whole-milk,1/2 cup,113,https://www.nutritionvalue.org/Cottage_cheese_1028783_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Cream Cheese,cream-cheese,1 tbsp,15,https://www.nutritionvalue.org/Cheese%2C_cream_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Feta Cheese,feta,1 oz,28,https://www.nutritionvalue.org/Cheese%2C_feta_nutritional_value.html?size=100+g,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
dairy,Goat Cheese,goat-cheese,1 oz,28,https://www.nutritionvalue.org/Cheese%2C_soft_type%2C_goat_nutritional_value.html?size=100+g,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Greek Yogurt<br>(Plain Nonfat),yogurt,3/4 cup,170,https://www.nutritionvalue.org/public_ingredient_55742.html?utm_source=share-by-url,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
dairy,Greek Yogurt<br>(Plain Whole Milk),yogurt-whole-milk,3/4 cup,170,https://www.nutritionvalue.org/Yogurt%2C_whole_milk%2C_plain%2C_Greek_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Kefir,kefir,1 cup,240,https://www.nutritionvalue.org/public_ingredient_60084.html?utm_source=share-by-url,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Milk<br>(Skim),skim-milk,1 cup,240,https://www.nutritionvalue.org/ingredient_63271.html?size=1+cup+%3D+240+g,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
dairy,Milk<br>(Whole),whole-milk,1 cup,240,https://www.nutritionvalue.org/Milk%2C_with_added_vitamin_D%2C_3.25%25_milkfat%2C_whole_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Mozzarella Cheese<br>(Low Moisture<br>Part-Skim),mozzarella,1 oz,28,https://www.nutritionvalue.org/Cheese%2C_shredded%2C_part-skim%2C_low_moisture%2C_mozzarella_nutritional_value.html?size=100+g,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
dairy,Parmesan Cheese,grated-cheese,1 oz,28,https://www.nutritionvalue.org/public_ingredient_62203.html?utm_source=share-by-url,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
dairy,Swiss Cheese,swiss-cheese,1 oz,28,https://www.nutritionvalue.org/Cheese%2C_swiss_nutritional_value.html?size=100+g,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dairy,Whey Protein Powder,whey,1 scoop,30,https://www.nutritionvalue.org/public_ingredient_51894.html?utm_source=share-by-url,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
other,100% Chocolate,unsweetened-chocolate,1 oz,28,https://www.nutritionvalue.org/Baking_chocolate%2C_squares%2C_unsweetened_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
other,Cocoa Powder,cocoa-powder,1 tbsp,5,https://www.nutritionvalue.org/Cocoa%2C_unsweetened%2C_dry_powder_nutritional_value.html?size=100+g,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
other,Hot Sauce,hot-sauce,1 tsp,5,https://www.nutritionvalue.org/public_ingredient_62124.html?utm_source=share-by-url,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Marmite,marmite,1/2 tsp,4,https://www.nutritionvalue.org/Yeast_extract_by_MARMITE_375556_nutritional_value.html?size=100%20g,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Kimchi,kimchi,2 tbsp,30,https://www.nutritionvalue.org/Kimchi_75502520_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Lemon Pepper,lemon-pepper,1 tsp,4,https://www.nutritionvalue.org/public_ingredient_58864.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Miso Paste,miso,1 tbsp,17,https://www.nutritionvalue.org/Miso_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Mustard,mustard,1 tbsp,15,https://www.nutritionvalue.org/Mustard_75506010_nutritional_value.html?size=100+g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Olives,olives,1 tbsp,15,https://www.nutritionvalue.org/Olives%2C_green%2C_canned_or_bottled%2C_pickled_nutritional_value.html?size=100%20g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
other,Nutritional Yeast,nutritional-yeast,1 tbsp,5,https://www.nutritionvalue.org/public_ingredient_58867.html?utm_source=share-by-url,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
