Ingredient,Amount,Unit,Description
"Whole wheat flour by FAREWAY",217,g,"1.75 cup"
"Extra virgin olive oil by QO",21,g,"1.5 tbsp"
"Salt, table",3,g,"0.5 tsp"
"Water, generic, bottled",119,g,"0.5 cup"
Servings,8
