Ingredient,Amount,Unit,Description
"Casein protein powder, unflavored",15,g,"1/2 scoop"
"Whey protein powder, unflavored",8,g,"1/4 scoop"
"Apple cider vinegar",10,g,"2 tsp"
"Salt",0.38,g,"Tiny pinch"
"Honey",7,g,"1 tsp"
"Water",130,g,"1/2 cup"
Servings,1
