Ingredient,Amount,Unit,Description
"Duncan Hines Keto Brownie Mix",45,g,"1/6 package"
"Unsalted butter",14.2,g,"1 tbsp"
"Egg",16.67,g,"1/3 large"
"Water",13.33,g,"Scant tbsp"
Servings,4
