Ingredient,Amount,Unit,Description
"Cannellini beans, drained and rinsed",266,g,"15.5 oz can"
"Soy sauce, low sodium, gluten free",15,g,"1 tbsp"
"Garlic powder",4.5,g,"1/2 tbsp"
"Oregano, dried",1.5,g,"1/2 tbsp"
"Paprika",3,g,"1 tsp"
Servings,3
