Ingredient,Amount,Unit,Description
"Aquafaba",180,g,"3/4 cup"
"Lemon juice",2.5,g,"1/2 tsp"
"Vanilla extract",15,g,"1 tbsp"
"Sugar free syrup",40,g,"2 tbsp"
"Cocoa powder",25,g,"5 tbsp"
Servings,4
