Ingredient,Amount,Unit,Description
"Chicken fat",90,g,"6 tbsp"
"Water",23,g,"1 1/2 tbsp"
"Granulated sugar",200,g,"1 cup"
"Honey",21,g,"1 tbsp"
"Egg",50,g,"1 large"
"Vanilla extract",10,g,"2 tsp"
"Baking soda",3,g,"1/2 tsp"
"Salt",1.5,g,"1/4 tsp"
"All purpose flour",240,g,"2 cup"
"Chocolate chips",180,g,"1 cup"
Servings,34
