Ingredient,Amount,Unit,Description
"Pancakes",100,g,"2 medium"
"Maple syrup",40,g,"2 tbsp"
"Honey Nut Cheerios",40,g,"1 cup"
"Whole milk",240,g,"1 cup"
"Bacon, cooked",32.4,g,"4 slices"
"Banana bread",60,g,"1 slice"
Servings,1
