Ingredient,Amount,Unit,Description
"Extra virgin olive oil",120,g,"1/2 cup"
"Pea protein powder, unflavored",64,g,"2 scoop"
"Oat flour",48,g,"1/2 cup"
"Inulin",19.2,g,"4 tsp"
"Salt",2.4,g,"1/2 tsp"
"Potassium Chloride",2.4,g,"1/2 tsp"
Servings,8
