Ingredient,Amount,Unit,Description
"Dried figs",454,g,"1 lb"
"Almonds",113,g,"4 oz"
"Cinnamon",3,g,"1 tsp"
"Rum extract",2.5,g,"1/2 tsp"
Servings,26
