Ingredient,Amount,Unit,Description
"Eggs, egg whole, Large, Grade A",50,g,"1 egg"
"Yogurt, plain, nonfat milk, Greek",31,g,"0.125 cup"
"Syrups, maple",10,g,"0.5 tbsp"
"Salt, table",1,g,"0.125 tsp"
"Vanilla extract",4,g,"1 tsp"
"Unsweetened vanilla almond milk, unsweetened vanilla by Danone US, LLC",120,g,"0.5 cup (240.0 ml) aprx"
"Whole wheat flour by FAREWAY",62,g,"0.5 cup"
Servings,10
