Ingredient,Amount,Unit,Description
"Barley",454,g,"1 lb"
"Broth",720,g,"3 cup"
"Nutritional yeast",10,g,"2 tbsp"
"Black pepper, ground",3,g,"1 tsp"
Servings,9
