Ingredient,Amount,Unit,Description
"Granulated monk fruit",16,g,"4 tsp"
"Extra virgin coconut oil",9,g,"2 tsp"
"Unsweetened almond milk",5,g,"1 tsp"
"Vanilla extract",1.25,g,"1/4 tsp"
"Salt",0.15,g,"Small pinch"
"Baking soda",0.15,g,"Small pinch"
"Whole wheat flour",22.5,g,"3 tbsp"
"Sugar free chocolate chips",15,g,"1 tbsp"
Servings,1
