Ingredient,Amount,Unit,Description
"Beans, NOT drained and rinsed",2466,g,"6 x 15.5 oz cans"
"Crushed tomatoes",794,g,"28 oz can"
"Diced green chiles",227,g,"2x4 oz cans"
"Chili powder",81,g,"2.87oz container"
Servings,8
