Ingredient,Amount,Unit,Description
"Banana, overripe, or unsweetened applesauce",110,g,"1 medium"
"Sugar free syrup, or honey or maple syrup",60,g,"3 tbsp"
"Natural peanut butter",32,g,"2 tbsp"
"Cinnamon",5,g,"2 tsp"
"Vanilla extract",5,g,"1 tsp"
"Salt",3,g,"1/2 tsp"
"Rolled oats, or quick",160,g,"2 cup"
"Peanuts",70,g,"1/4 cup"
Servings,12
