Ingredient,Amount,Unit,Description
"Whole wheat flour",360,g,"3 cup"
"Vital wheat gluten",80,g,"2/3 cup"
"Salt",9,g,"1/2 tbsp"
"Water",60,g,"1/4 cup"
"Sourdough starter",120,g,"1/2 cup"
Servings,22
