Ingredient,Amount,Unit,Description
"Nonfat cottage cheese",454,g,"2 cup"
"Simple Shredded Chicken",454,g,"16 oz"
"Dijon mustard",60,g,"1/4 cup"
"Nutritional yeast",20,g,"1/4 cup"
"Paprika",3,g,"1 tsp"
"Garlic powder",3,g,"1 tsp"
"Onion powder",3,g,"1 tsp"
"Black pepper, ground",3,g,"1 tsp"
"Pickles",56,g,"2 oz"
Servings,4
