Ingredient,Amount,Unit,Description
"Lime juice",120,g,"1/2 cup"
"Water",600,g,"2 1/2 cup"
"Liquid monk fruit",7.5,g,"1/2 tbsp"
"Salt",0.06,g,"Tiny pinch"
Servings,3
