Ingredient,Amount,Unit,Description
"Almond flour",182,g,"1 1/2 cup + 2 tbsp"
"Granulated monk fruit",150,g,"3/4 cup"
"Almond extract",15,g,"1 tbsp"
"Water",30,g,"2 tbsp"
Servings,1
