Ingredient,Amount,Unit,Description
"Egg",201,g,"4 large"
"Extra virgin coconut oil, or extra virgin olive oil",75,g,"1/3 cup, melted"
"Cocoa powder",80,g,"1 cup"
"Sugar free syrup, or honey",80,g,"1/4 cup"
"Almond extract, or vanilla",5,g,"1 tsp"
"Salt",1.5,g,"1/4 tsp"
"Chocolate chips",90,g,"1/2 cup"
"Nuts, chopped",70,g,"1/2 cup"
Servings,16
