Ingredient,Amount,Unit,Description
"Evaporated milk",142,g,"5 oz can"
"Unsalted butter",56,g,"1/4 cup"
"Salt",1.5,g,"1/4 tsp"
"100% chocolate",142,g,"5 oz bar"
"Vanilla extract",5,g,"1 tsp"
"Liquid monk fruit",5,g,"1 tsp"
Servings,49
