Ingredient,Amount,Unit,Description
"Chickpeas, drained and rinsed",254,g,"15.5 oz can"
"Cocoa powder",55,g,"11 tbsp"
"Tofu, firm",454,g,"1 lb"
"Dates",200,g,"1 1/4 cup"
"Vanilla extract",5,g,"1 tsp"
"Unsweetened almond milk",240,g,"1 cup"
Servings,24
