Ingredient,Amount,Unit,Description
"Plain nonfat greek yogurt",170,g,"3/4 cup"
"Rolled oats",20,g,"1/4 cup"
"Whey protein powder, chocolate",10,g,"1/3 scoop"
"Natural peanut butter",32,g,"2 tbsp"
"Low sugar berry jam",18,g,"1 tbsp"
"Sugar free syrup",20,g,"1 tbsp"
"Salt",0,g,"Small pinch"
Servings,2
