Ingredient,Amount,Unit,Description
"Cheeseburger",270,g,"1 large"
"Bacon, cooked",16.2,g,"2 slices"
"Mayonnaise",13.8,g,"1 tbsp"
"French fries",117,g,"1 medium serving"
"Ketchup",17,g,"1 tbsp"
"Mac and cheese",423,g,"1 large serving"
Servings,1
