Ingredient,Amount,Unit,Description
"Nutella",32,g,"2 tbsp"
"Brown sugar",12,g,"1 tbsp"
"Vanilla extract",2.5,g,"1/2 tsp"
"Chocolate chips",15,g,"1 tbsp"
Servings,1
