Ingredient,Amount,Unit,Description
"Water",120,g,"1/2 cup"
"Walnuts",40,g,"1/4"
"Dates",40,g,"1/4"
"Balsamic vinegar",60,g,"1/4 cup"
"Kalamata olives",40,g,"1/4"
"Minced garlic",15,g,"1 tbsp"
"Dijon mustard",15,g,"1 tbsp"
"Basil, dried",3,g,"1 tbsp"
Servings,11
