Ingredient,Amount,Unit,Description
"Egg whites",66,g,"2 large"
"Honey",63,g,"3 tbsp"
"Vanilla extract",6,g,"1/2 tbsp"
"Almond extract",2,g,"1/2 tsp"
"Salt",3,g,"1/2 tsp"
"Unsweetened coconut flakes",150,g,"3cup + 2tbsp"
"Oat flour",15,g,"2 tbsp"
Servings,16
