Ingredient,Amount,Unit,Description
"healthy-breakfast-1",861,g,"1 serving"
"healthy-lunch",854,g,"1 serving"
"healthy-dinner",770,g,"1 serving"
"healthy-other",507,g,"1 serving"
Servings,1
