Ingredient,Amount,Unit,Description
"Chickpeas, drained and rinsed",254,g,"15.5 oz can",
"Dates",160,g,"1 cup"
"Cocoa powder",55,g,"11 tbsp"
"Vanilla extract",5,g,"1 tsp"
"Water",240,g,"1 cup"
Servings,5.706
