Ingredient,Amount,Unit,Description
"Banana, overripe",110,g,"1 medium"
"Casein protein powder, vanilla",15,g,"1/2 scoop"
"Psyllium husks, whole",10,g,"2 tbsp"
"Cocoa powder",5,g,"1 tbsp"
"Salt",0,g,"Tiny pinch"
"Natural peanut butter",32,g,"2 tbsp"
"Honey",10.5,g,"1/2 tbsp"
"Almond extract",5,g,"1 tsp"
"Liquid monk fruit",1.25,g,"1/4 tsp"
"Unsweetened almond milk",120,g,"1/2 cup"
"Chocolate chips",7.5,g,"1/2 tbsp"
Servings,1
