Ingredient,Amount,Unit,Description
"Duncan Hines Keto Brownie Mix",45.13,g,"1/6 package"
"Water",13.33,g,"Scant tbsp"
"Egg",16.67,g,"1/3 large"
"Unsalted butter",14.2,g,"1 tbsp"
Servings,1
