Ingredient,Amount,Unit,Description
"Zucchini",1200,g,"5 large"
"Eggplant",1000,g,"2 large"
"Crushed tomatoes",792,g,"28 oz can"
"Basil, dried",12,g,"4 tbsp"
"Oregano, dried",12,g,"4 tbsp"
"Salt",18,g,"1 tbsp"
"Black pepper, ground",6,g,"2 tsp"
Servings,8
