Ingredient,Amount,Unit,Description
"Salted butter",14,g,"1 tbsp"
"White bread",28,g,"1 small roll"
"French onion soup",245,g,"1 cup"
"Chicken parmesan",301,g,"1 serving"
"Lava cake",100,g,"1 slice"
"Vanilla ice cream",120,g,"1 scoop"
Servings,1
