Ingredient,Amount,Unit,Description
"Duncan Hines Dark Chocolate Fudge Brownie Mix",260,g,"1/2 package"
"Sweet potato puree",64,g,"1/4 cup"
"Egg",26.5,g,"1/2 large"
"Water",40,g,"2tbsp + 2tsp"
Servings,16
