Ingredient,Amount,Unit,Description
"Chicken, raw, meat and skin, wing, broilers or fryers",1816,g,"10 full pieces"
"Salt, table",0,g,"1 dash"
"Spices, black, pepper",0,g,"1 dash"
"Hot sauce by LOUISIANA",240,g,"1 cup"
Servings,20
