Ingredient,Amount,Unit,Description
"duncan hines keto brownie mix",284,g,"10 oz box"
"Sweet potato, mashed, canned",96,g,"6 tbsp"
"Eggs, egg whole, Large, Grade A",101,g,"2 eggs, or additional 1/2 cup (127.5 g) mashed sweet potato"
"Unsweetened vanilla almond milk, unsweetened vanilla by Danone US, LLC",80,g,"1/3 cup"
Servings,16
