Ingredient,Amount,Unit,Description
"Sweet potato, without skin, boiled, cooked",201,g,"1.33 medium"
"Water, generic, bottled",296,g,"1.25 cup"
"Leavening agents, active dry, baker's, yeast",10,g,"1 tbsp"
"Salt, table",8,g,"1.33 tsp"
"Extra virgin olive oil by OLIO",9,g,"0.66 tbsp"
"Distilled white vinegar by Raley's",5,g,"0.33 tbsp"
"Whole wheat flour by FAREWAY",372,g,"3 cup"
"Vital wheat gluten by The King Arthur Flour Company, Inc.",81,g,"9 tbsp"
Servings,22
