Ingredient,Amount,Unit,Description
"Beans, canned, mature seeds, all types, kidney",2466,g,"6x15.5 oz cans"
"Tomatoes, canned, crushed",794,g,"28 oz can"
"Diced green chilies by SPARTAN",227,g,"2x4 oz cans"
"Spices, chili powder",81,g,"2.87oz container"
Servings,8
