Ingredient,Amount,Unit,Description
"Unsweetened vanilla almond milk",240,g,"1 cup (240.0 ml) aprx"
"Cocoa powder",11,g,"2 tbsp"
"Whey protein powder, unflavored",15,g,"0.5 scoop"
"Powdered peanut butter",12,g,"2 tbsp"
"Liquid stevia or monk fruit",3,g,"0.5 tsp"
"Almond extract",1,g,"0.25 tsp"
Servings,1
